00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.LTE Impairments Configuration - CELL1 PrePlanRun completed. [11.3 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Scheduling Map Common Config PrePlanRun completed. [2.60 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1 \ E7515B-5G-NR.DL Slot Config - CELL1 FC0 SC0 PrePlanRun completed. [12.1 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1 \ E7515B-5G-NR.UL Slot Config - CELL1 FC0 SC0 PrePlanRun completed. [14.1 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map \ E7515B-5G-NR.Frame Palette - FC0 - CELL1 PrePlanRun completed. [42.7 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration \ E7515B-5G-NR.Scheduling Map PrePlanRun completed. [50.6 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ RFT 5G NR T-0A.NR Scheduler Configuration PrePlanRun completed. [53.9 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes PrePlanRun completed. [6.60 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.UE Power Control PrePlanRun completed. [3.60 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Power setup PrePlanRun completed. [3.80 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 \ E7515B-5G-NR.Apply Configured Changes PrePlanRun completed. [2.70 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Set Measurement Conditions CELL1 PrePlanRun completed. [78.4 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 \ AWGN PrePlanRun completed. [2.90 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 \ E7515B-5G-NR.Apply Configured Changes PrePlanRun completed. [3.00 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ RFT 5G NR T-0A.NR Impairments Configuration - CELL1 PrePlanRun completed. [9.50 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Configure Meas Conditions \ E7515B-5G-NR.System Error PrePlanRun completed. [2.70 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track \ RFT 5G NR XSA.Channel Power (5G NR) PrePlanRun completed. [4.50 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track \ RFT 5G NR XSA.Channel Power (LTE) PrePlanRun completed. [2.60 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ Channel Power Measure Ks Track \ RFT 5G NR T-0A.Channel Power FR1 Measurement (LTE + NR) KS Track PrePlanRun completed. [10.7 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.NR S-Cell Aggregation PrePlanRun completed. [3.10 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.NR Wait BSE State - CELL1 - OFF PrePlanRun completed. [3.20 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.LTE.RRC Connection Release  PrePlanRun completed. [4.20 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.LTE.Wait BSE State - CELL1 - OFF PrePlanRun completed. [2.90 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.Activate Cells PrePlanRun completed. [2.70 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.Activate Cells PrePlanRun completed. [3.10 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ OCNG PrePlanRun completed. [2.40 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ AWGN PrePlanRun completed. [2.60 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ Fader PrePlanRun completed. [3.80 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable \ E7515B-5G-NR.Apply Configured Changes PrePlanRun completed. [2.70 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ RFT 5G NR T-0A.NR Impairments Configuration {Cell} - Disable PrePlanRun completed. [16.0 us]
00:00:12.042997 ; TestPlan       ; Debug       ; 6.2B.1.3 \ NSA Disconnect+Deaggregation Procedure \ E7515B-5G-NR.System Error PrePlanRun completed. [3.80 us]
00:00:12.042997 ; TestPlan       ; Information ; 6.2B.1.3 started.
00:00:12.042997 ; CommonMethods  ; Debug       ; Version controller result = 0 => SUCCESS
00:00:12.042997 ; TestStep       ; Debug       ; LoadParametrization
00:00:12.042997 ; TestStep       ; Debug       ; >>> listOfTestPoints: 0|1|2|3|4|5
00:00:12.042997 ; TestStep       ; Debug       ; Starting RFIO configuration validation
00:00:12.042997 ; TestStep       ; Debug       ; Execute_StartTest
00:00:12.044460 ; TestStep       ; Debug       ; SPBPlus configuration
00:00:12.044460 ; TestStep       ; Debug       ; Num SPBPlus in Main UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; Num SPBPlus in Aux UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; DDS configuration
00:00:12.044460 ; TestStep       ; Debug       ; DDS Support in Main UXM: False
00:00:12.044460 ; TestStep       ; Debug       ; DDS Support in Aux UXM: False
00:00:12.044460 ; TestStep       ; Debug       ; Max Frequency configuration
00:00:12.044460 ; TestStep       ; Debug       ; Max Frequency supported in Main UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; Max Frequency supported in Aux UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; Max BW configuration
00:00:12.044460 ; TestStep       ; Debug       ; Max BW supported in Main UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; Max BW supported in Aux UXM: Value not present or not correct
00:00:12.044460 ; TestStep       ; Debug       ; UXM Model for Main UXM is E7515B_MODEL
00:00:12.044460 ; TestStep       ; Debug       ; UXM Model for Aux UXM is NO_E7515B
00:00:12.044460 ; TestStep       ; Debug       ; UXM Configuration CLASSIC_CONFIGURATION
00:00:12.045467 ; TestStep       ; Information ; No spectrum analyzer is connected
00:00:12.045467 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions started.
00:00:12.045467 ; TestStep       ; Debug       ; Executing UpdateSettings()
00:00:12.045467 ; TestStep       ; Debug       ; Executing Run()
00:00:12.045467 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ E7515B-5G-NR.BSE Mode Selection started.
00:00:12.046466 ; 5G BSE         ; Debug       ; SCPI >> SYSTem:APPLication:NAME? [1.02 ms]
00:00:12.046466 ; 5G BSE         ; Debug       ; SCPI << LTE_NR_IRAT
00:00:12.047467 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:DEFault:TYPE? [925 us]
00:00:12.047467 ; 5G BSE         ; Debug       ; SCPI << NSA
00:00:12.047467 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ E7515B-5G-NR.BSE Mode Selection completed. [2.00 ms]
00:00:12.048466 ; 5G BSE         ; Debug       ; SCPI >> SYSTem:APPLication:NAME? [892 us]
00:00:12.048466 ; 5G BSE         ; Debug       ; SCPI << LTE_NR_IRAT
00:00:12.048466 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ SCPI_Sequence`1 -Update Test App preferences started.
00:00:12.048466 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ SCPI_Sequence`1 -Update Test App preferences completed with verdict 'Pass'. [23.9 us]
00:00:12.048466 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ TestApp initial configuration started.
00:00:12.048466 ; TestStep       ; Debug       ; Switching off the NR cell ...
00:00:12.049468 ; 5G BSE         ; Debug       ; SCPI >> BSE:STATus:NR5G:CELL1? [712 us]
00:00:12.049468 ; 5G BSE         ; Debug       ; SCPI << OFF
00:00:12.049468 ; TestStep       ; Debug       ; NR Cell detected state off
00:00:12.049468 ; TestStep       ; Debug       ; Switching off the LTE cell ...
00:00:12.050467 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:LTE:CELL1:ACTive:STATe? [831 us]
00:00:12.050467 ; 5G BSE         ; Debug       ; SCPI << 0
00:00:12.050467 ; TestStep       ; Debug       ; Preseting TestApp ...
00:00:12.050467 ; 5G BSE         ; Debug       ; SCPI >> *RST [20.8 us]
00:00:42.051437 ; TestStep       ; Debug       ; RUI Logs state : False
00:00:42.051437 ; 5G BSE         ; Debug       ; SCPI >> SYST:LOG:UI:REM:STAT OFF [66.8 us]
00:00:42.051437 ; TestStep       ; Debug       ; TestApp Xapps sync False
00:00:42.051437 ; 5G BSE         ; Debug       ; SCPI >> BSE:FUNCtion:LTE:TXMeas:SYNC:AUTO 0 [14.7 us]
00:00:43.953871 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.90 s]
00:00:43.953871 ; 5G BSE         ; Debug       ; SCPI << 1
00:00:43.953871 ; TestStep       ; Debug       ; Preseting XApp ...
00:00:43.953871 ; XSA 5GNR       ; Debug       ; SCPI >> *RST [49.2 us]
00:00:44.769736 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [815 ms]
00:00:44.769736 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.769736 ; TestStep       ; Debug       ; XApps 5G BSE with is not connected, skipping XApps configuration
00:00:44.769736 ; TestStep       ; Debug       ; Connecting to 'TCPIP0::localhost::hislip1::INSTR'
00:00:44.769736 ; TestStep       ; Debug       ; Configuring Xapps XSA 5GNR with address TCPIP0::localhost::hislip1::INSTR
00:00:44.769736 ; TestStep       ; Debug       ; Xapps single mode
00:00:44.769736 ; XSA 5GNR       ; Debug       ; SCPI >> :INITiate:CONTinuous OFF [71.8 us]
00:00:44.771188 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [289 us]
00:00:44.771188 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.771188 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [298 us]
00:00:44.771188 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.771188 ; TestStep       ; Debug       ; Xapps set cell frequency 3789990000 Hz
00:00:44.771188 ; XSA 5GNR       ; Debug       ; SCPI >> :CCAR0:REF 3789990000 [41.0 us]
00:00:44.772448 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [1.14 ms]
00:00:44.772448 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.772448 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [183 us]
00:00:44.772448 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.772448 ; TestStep       ; Debug       ; Xapps restart
00:00:44.772448 ; XSA 5GNR       ; Debug       ; SCPI >> :INIT:REST [32.2 us]
00:00:44.778260 ; XSA 5GNR       ; Debug       ; SCPI >> *OPC? [5.97 ms]
00:00:44.778260 ; XSA 5GNR       ; Debug       ; SCPI << 1
00:00:44.778260 ; TestStep       ; Debug       ; XApps 5G PlatformServices with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps Climatic Chamber with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps N6700_Virtual with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps V_HCCU with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps UXM Compensation (NE_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps UXM SA (NE_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps Chamber (AC_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps X-Series Compensation (SA_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps X-Series SA (SA_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps PSG E825x (SS_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps C8880A SWU (SWU_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps C8880A TCT/PM (SWU_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps C8880A Temp Sensor (SWU_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestStep       ; Debug       ; XApps C8880A Voltage (SWU_1) with is not connected, skipping XApps configuration
00:00:44.778260 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ TestApp initial configuration completed. [32.7 s]
00:00:44.779254 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ Disable 'Enable Logging' in RUI Log started.
00:00:44.779254 ; 5G BSE         ; Debug       ; SCPI >> SYSTem:LOG:UI:REMote:STATe 0 [604 us]
00:00:44.779254 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ Disable 'Enable Logging' in RUI Log completed. [656 us]
00:00:44.779254 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ Power On Power Supply started.
00:00:44.779254 ; TestStep       ; Information ; Setting voltage to 3.8V on channels Channel1.
00:00:44.779254 ; TestStep       ; Information ; Setting current to 2A on channels Channel1.
00:00:44.779254 ; TestStep       ; Information ; Enabled output on channels Channel1.
00:00:45.780653 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions \ Power On Power Supply completed. [1.00 s]
00:00:45.780653 ; TestStep       ; Debug       ; Executing AfterRunActions()
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : E7515B-5G-NR.BSE Mode Selection finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : SCPI_Sequence`1 -Update Test App preferences finished with verdict : Pass.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : TestApp initial configuration finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : RFT 5G NR T-0A.Protocol Logging configuration (NR) finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : Disable 'Enable Logging' in RUI Log finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : E7515B-5G-NR.Logging Filter finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : Setting SWU MMW to ByPass 1 finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : Setting SWU MMW to ByPass 2 finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : Power On Power Supply finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : Query Status finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution of child called : NB-IoT specific start test config finished with verdict : NotSet.
00:00:45.780653 ; TestStep       ; Debug       ; Execution finished
00:00:45.780653 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Actions completed with verdict 'Pass'. [33.7 s]
00:00:45.780653 ; TestStep       ; Information ; >>> Starting test point 1 of 6
00:00:45.780653 ; TestStep       ; Debug       ; Execute_StartTestPoint
00:00:45.780653 ; TestStep       ; Information ; Waiting for HCCU is operational...
00:00:45.780653 ; TestStep       ; Information ; HCCU is operational.
00:00:45.780653 ; TestStep       ; Information ; Waiting for HCCU is operational...
00:00:45.780653 ; TestStep       ; Information ; HCCU is operational.
00:00:45.781652 ; TestStep       ; Debug       ; Temperature conditions 'T NOMINAL - V NOMINAL' belongs to 25 degrees celsius.
00:00:45.781652 ; TestStep       ; Debug       ; Update NR_XApps_CenterFrequency_GUI with value : 3789990000
00:00:45.781652 ; TestStep       ; Debug       ; Update NR_XApps_Bandwidth_GUI with value : BW20
00:00:45.781652 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Point Actions started.
00:00:45.781652 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Point Actions \ Configure Temperature & Humidity started.
00:00:45.781652 ; TestStep       ; Information ; Climatic chamber temperature: 25 °C.
00:00:45.781652 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Point Actions \ Configure Temperature & Humidity completed with verdict 'Pass'. [24.2 us]
00:00:45.781652 ; TestPlan       ; Information ; 6.2B.1.3 \ Start Test Point Actions completed with verdict 'Pass'. [151 us]
00:00:45.781652 ; TestStep       ; Debug       ; Checking LTE 4Rx resources started.
00:00:45.781652 ; TestStep       ; Warning     ; Default value in Developer Mode used
00:00:45.781652 ; TestStep       ; Debug       ; Available LTE connectors = 2 and pc_EUTRA_4Rx PIC is deactivated.
00:00:45.781652 ; TestStep       ; Debug       ; Checking LTE 4Rx resources completed.
00:00:45.781652 ; TestStep       ; Debug       ; Checking NR 4Rx resources started.
00:00:45.781652 ; TestStep       ; Warning     ; Default value in Developer Mode used
00:00:45.781652 ; TestStep       ; Debug       ; Available NR connectors = 4 and pc_FR1_TDD_4Rx or pc_FR1_FDD_4Rx PIC is activated.
00:00:45.781652 ; TestStep       ; Debug       ; Checking NR 4Rx resources completed.
00:00:45.781652 ; TestStep       ; Debug       ; Execute_Preamble
00:00:45.821813 ; NRCellConfig   ; Debug       ; [4Rx] UE supports 4Rx = True, DLMIMOConfiguration = N1X2
00:00:45.821813 ; NRCellConfig   ; Debug       ; Port Swapping feature enabled : False
00:00:45.822814 ; TestStep       ; Debug       ; item.WriteInInstrument : True
00:00:45.822814 ; TestStep       ; Debug       ; item.DataRange : Custom
00:00:45.822814 ; TestStep       ; Debug       ; item.StartFreq : 300000000
00:00:45.822814 ; TestStep       ; Debug       ; item.StopFreq : 15000000000
00:00:45.822814 ; TestStep       ; Debug       ; item.ExtraLossesFile : 
00:00:45.822814 ; TestStep       ; Debug       ; item.AddExtraLosses : False
00:00:45.822814 ; TestStep       ; Debug       ; item.DUTPort : 1
00:00:45.822814 ; TestStep       ; Debug       ; step_WriteC888xPath Extension Path Enabled = False
00:00:45.822814 ; TestStep       ; Debug       ; item.WriteInInstrument : True
00:00:45.822814 ; TestStep       ; Debug       ; item.DataRange : Custom
00:00:45.822814 ; TestStep       ; Debug       ; item.StartFreq : 300000000
00:00:45.822814 ; TestStep       ; Debug       ; item.StopFreq : 15000000000
00:00:45.822814 ; TestStep       ; Debug       ; item.ExtraLossesFile : 
